epoch,loss,starts_0_accuracy,starts_0_loss,starts_1_accuracy,starts_1_loss,stops_0_accuracy,stops_0_loss,stops_1_accuracy,stops_1_loss,val_loss,val_starts_0_accuracy,val_starts_0_loss,val_starts_1_accuracy,val_starts_1_loss,val_stops_0_accuracy,val_stops_0_loss,val_stops_1_accuracy,val_stops_1_loss
16,7.065137465426295,0.48813772,1.5830455,0.46325365,1.8234371,0.5029433,1.6356461,0.49420264,2.0216634,7.17846435093684,0.46842667,1.5751354,0.44273993,1.8799931,0.49875134,1.6060222,0.487335,2.0774896
17,7.002493960067199,0.49982163,1.5740895,0.4748484,1.7995923,0.5074028,1.6376511,0.49491617,1.9935479,7.033202833419947,0.46699965,1.5535201,0.44880486,1.8320165,0.50303245,1.6021233,0.5001784,2.0082486
18,6.908064516450608,0.5013378,1.543117,0.47520512,1.7669548,0.5100785,1.6319934,0.5015162,1.9677212,7.193777273860609,0.462005,1.584353,0.43988582,1.8929448,0.51052445,1.5923023,0.48519444,2.0783074
19,6.8964784214252495,0.49705672,1.5581185,0.47761327,1.7597374,0.5115947,1.627905,0.50552976,1.9513623,7.380820252578087,0.46271852,1.6386143,0.4384588,1.9188628,0.49875134,1.6476024,0.4727078,2.1322417
0,6.810606224299583,0.505619,1.5435313,0.47868356,1.7527314,0.51480556,1.5729657,0.50222975,1.941037,7.0708157593464795,0.47306457,1.5621462,0.45130217,1.8441328,0.5066001,1.5872841,0.49589726,2.0356696
1,6.770043534718791,0.50499463,1.5339565,0.48109168,1.7360091,0.5162326,1.5777081,0.5098109,1.9231018,6.955778614266022,0.4737781,1.5336276,0.4602212,1.8160173,0.50838387,1.5692197,0.5023189,1.9965833
2,6.700909109486455,0.51052445,1.5095222,0.4909918,1.7204057,0.5245273,1.5682105,0.5127542,1.9017472,6.903237375666999,0.48019978,1.5210557,0.46485907,1.8017955,0.50945413,1.5637918,0.5062433,1.9771141
3,6.7431433960407325,0.50749195,1.529874,0.48251873,1.7328868,0.52488405,1.5709202,0.51614344,1.9098213,6.870186887721355,0.47877273,1.5130922,0.46592936,1.7909322,0.50802714,1.5612675,0.50838387,1.9656347
4,6.732079257890237,0.50874066,1.5249766,0.49027827,1.7294459,0.5181948,1.5701035,0.51462716,1.9079083,6.8547314922170814,0.47805923,1.5099107,0.4680699,1.7860765,0.5098109,1.5608507,0.5069568,1.9590335
5,6.735112078820133,0.5053514,1.5200535,0.48251873,1.7266793,0.5189083,1.574987,0.5127542,1.9134662,6.847199836544509,0.4773457,1.508917,0.46699965,1.7823844,0.50945413,1.563038,0.50945413,1.954008
6,6.696687571967537,0.5107028,1.5125419,0.4855512,1.7229928,0.52675706,1.5616452,0.51757044,1.8990556,6.843040763842732,0.4809133,1.5072373,0.4666429,1.7806597,0.5108812,1.5644015,0.5066001,1.9517814
7,6.700639003776798,0.5125758,1.5029866,0.48849446,1.7103599,0.51578665,1.5792141,0.51212984,1.9072621,6.840137603322906,0.48055655,1.5054806,0.46628612,1.7802252,0.511238,1.5651973,0.50874066,1.9501424
8,6.721453692374636,0.5079379,1.5145595,0.491081,1.7234979,0.52203,1.5731151,0.5099893,1.9090585,6.835637206058182,0.47698894,1.5052048,0.46699965,1.778052,0.51230824,1.5629996,0.50767034,1.949871
9,6.642170171162676,0.51694614,1.4924432,0.49678916,1.7009349,0.52604353,1.5579758,0.5223867,1.8890518,6.83447671064172,0.47770247,1.5049399,0.46771318,1.7770981,0.51230824,1.5640804,0.5090974,1.9490303
0,6.6022194859984085,0.5129326,1.4912372,0.49509454,1.6975693,0.5279165,1.539803,0.5189083,1.8744241,6.76827976476538,0.4862647,1.5044594,0.47163752,1.7650466,0.5115947,1.5657048,0.5155191,1.9310844
1,6.549060414784132,0.51614344,1.4721305,0.49928647,1.6899334,0.53130573,1.5246437,0.527203,1.8637253,6.723875958452555,0.4891188,1.4952186,0.47163752,1.7487441,0.5144488,1.5639812,0.51765966,1.9138185
2,6.469708247564114,0.527203,1.450853,0.5059757,1.666944,0.53844094,1.5140374,0.5305922,1.8416514,6.646257006182145,0.49589726,1.4698646,0.47342134,1.7350236,0.52372456,1.5301095,0.5276489,1.9093782
3,6.438698549335275,0.52738136,1.43673,0.5042811,1.6548618,0.539868,1.495271,0.53050303,1.8415984,6.607684179497242,0.49839458,1.4651085,0.47948626,1.7229327,0.5198002,1.5247638,0.52871925,1.8929982
