epoch,loss,starts_0_accuracy,starts_0_loss,starts_1_accuracy,starts_1_loss,stops_0_accuracy,stops_0_loss,stops_1_accuracy,stops_1_loss,val_loss,val_starts_0_accuracy,val_starts_0_loss,val_starts_1_accuracy,val_starts_1_loss,val_stops_0_accuracy,val_stops_0_loss,val_stops_1_accuracy,val_stops_1_loss
0,4.519462465803885,0.52088225,2.7843142,0.5776055,2.8661091,0.5829011,2.975361,0.5108369,3.1507025,4.0258045260055955,0.56584406,2.5459409,0.58320594,2.647807,0.6122516,2.907685,0.60701025,2.6675591
1,2.6554530033568287,0.5294535,2.6972563,0.58437514,2.606818,0.60009825,2.5972722,0.59103566,2.7330334,2.5606770134305403,0.5715222,2.4969935,0.59401613,2.5418587,0.6139987,2.6020849,0.6155274,2.5891488
2,2.647126911027128,0.52268386,2.72301,0.5827919,2.5768106,0.59851503,2.5971596,0.5922367,2.6947143,2.5161829843456553,0.57971174,2.4812324,0.59576327,2.5319371,0.6218607,2.488196,0.6242629,2.5612574
0,2.496719970084593,0.57143635,2.52096,0.5978053,2.484559,0.61893326,2.4334364,0.62641263,2.5456877,2.4573252783719304,0.5974012,2.4025087,0.5986023,2.4948184,0.6143263,2.4016101,0.62011355,2.524986
1,2.4688018285441347,0.57564014,2.5020082,0.60086256,2.4629374,0.62417424,2.3985217,0.6340012,2.5077512,2.4355625406470613,0.58626336,2.4243233,0.60591835,2.4639528,0.61989516,2.3599255,0.62732035,2.486558
2,2.45219820773308,0.5810449,2.4920025,0.6076323,2.4494402,0.63269097,2.3871949,0.6457935,2.4757378,2.436744471360669,0.593361,2.41985,0.6044988,2.4584208,0.6208779,2.3800821,0.6280847,2.4828844
0,2.4131958218857914,0.5860676,2.4537048,0.6068134,2.4370608,0.6377136,2.3352244,0.65545666,2.4230528,2.334877977883563,0.6101769,2.3432574,0.60941255,2.4375591,0.66051537,2.2438293,0.68770474,2.3106384
