epoch,loss,starts_0_accuracy,starts_0_loss,starts_1_accuracy,starts_1_loss,stops_0_accuracy,stops_0_loss,stops_1_accuracy,stops_1_loss,val_loss,val_starts_0_accuracy,val_starts_0_loss,val_starts_1_accuracy,val_starts_1_loss,val_stops_0_accuracy,val_stops_0_loss,val_stops_1_accuracy,val_stops_1_loss
0,17.95826455422708,0.3400901,2.9481711,0.03978979,4.0281215,0.3310811,2.9079566,0.03228228,4.0306945,17.214931963442325,0.4114114,2.643932,0.11111111,3.969688,0.4189189,2.6339815,0.055555556,3.983498
1,17.294377427201372,0.3746246,2.7849963,0.1509009,3.9166358,0.4054054,2.700845,0.067567565,3.9443603,16.774598216151333,0.43693694,2.5769138,0.17567568,3.8578906,0.43093094,2.5352015,0.055555556,3.9027288
2,16.98115571626314,0.3903904,2.758649,0.21921922,3.807987,0.41666666,2.6793709,0.06456456,3.8699734,16.492911931630726,0.4249249,2.5788808,0.27027026,3.747308,0.43243244,2.5055828,0.06906907,3.8315833
3,16.709318212560706,0.4174174,2.7107112,0.2605105,3.7081676,0.41666666,2.6774368,0.073573574,3.808179,16.278323840808582,0.4174174,2.5707667,0.3228228,3.6578453,0.44594595,2.4869947,0.06906907,3.7818499
0,16.4361631003944,0.4542042,2.640349,0.2897898,3.6656446,0.4527027,2.5664213,0.09009009,3.7756648,16.23362282876138,0.4159159,2.552065,0.3228228,3.6491597,0.44744745,2.482555,0.072072074,3.7754066
1,16.37691808820845,0.4466967,2.611361,0.2912913,3.650969,0.44144145,2.5784047,0.081831835,3.768538,16.20456921803701,0.4159159,2.5467687,0.3243243,3.6402125,0.44894895,2.4796443,0.072072074,3.7694063
2,16.351211593673753,0.4376877,2.6187139,0.2912913,3.6410441,0.4466967,2.569578,0.084084086,3.7621455,16.182070064831066,0.4204204,2.5425096,0.3243243,3.632166,0.45045045,2.4775875,0.072072074,3.765331
3,16.302456520699167,0.43093094,2.6145542,0.28903905,3.6332264,0.4587087,2.550548,0.08633634,3.7553356,16.160537118310327,0.4144144,2.5420804,0.3243243,3.6244748,0.44894895,2.4738925,0.072072074,3.7604787
0,17.970791321259004,0.33783785,2.9372494,0.036786787,4.0518913,0.3415916,2.9141185,0.035285287,4.035919,17.1737704291358,0.4204204,2.62227,0.046546545,3.9939358,0.42942944,2.5670388,0.055555556,3.995527
1,17.350390173651434,0.40765765,2.7864935,0.057057057,3.9414964,0.39264265,2.7135499,0.04804805,3.9566166,16.821395295518297,0.44444445,2.576552,0.05255255,3.8844287,0.42942944,2.5195994,0.066066064,3.9209602
2,17.066165105000632,0.3933934,2.7604377,0.07132132,3.8443992,0.40915915,2.7051258,0.067567565,3.8856742,16.57665118655643,0.42942944,2.5529926,0.0990991,3.7875123,0.44144145,2.51861,0.076576576,3.8594327
3,16.79562093259336,0.4039039,2.741683,0.1876877,3.7560763,0.43843845,2.646188,0.077327326,3.8296912,16.430006439621383,0.4249249,2.5731435,0.26726726,3.699658,0.4219219,2.5427043,0.076576576,3.8078635
0,16.53535612066229,0.42117116,2.6368759,0.26126125,3.7079701,0.44444445,2.5846808,0.06981982,3.799689,16.336526750444293,0.43243244,2.5463686,0.2777778,3.694433,0.44294295,2.4963994,0.078078076,3.8003247
1,16.460285226861995,0.4391892,2.6303318,0.25825825,3.6973195,0.47297296,2.554283,0.083333336,3.7901,16.303535409875817,0.43243244,2.5384023,0.2852853,3.6839314,0.43993995,2.4934616,0.078078076,3.7944767
2,16.451708974065006,0.42792794,2.637136,0.27177176,3.6867793,0.45195195,2.5634422,0.081831835,3.7825344,16.279382362022055,0.43093094,2.536725,0.2882883,3.6761696,0.43843845,2.4883144,0.08108108,3.789675
3,16.359683005301445,0.4557057,2.603194,0.26876876,3.6776545,0.46696696,2.5215876,0.07957958,3.7767305,16.253866854372685,0.43243244,2.5347726,0.3063063,3.6673572,0.43543544,2.4831955,0.084084086,3.7848089
