epoch,loss,starts_0_accuracy,starts_0_loss,starts_1_accuracy,starts_1_loss,stops_0_accuracy,stops_0_loss,stops_1_accuracy,stops_1_loss,val_loss,val_starts_0_accuracy,val_starts_0_loss,val_starts_1_accuracy,val_starts_1_loss,val_stops_0_accuracy,val_stops_0_loss,val_stops_1_accuracy,val_stops_1_loss
0,17.983954295023782,0.3250751,2.976868,0.09009009,4.0114584,0.3370871,2.9090946,0.039039038,4.0361733,17.076952576279282,0.44144145,2.6063874,0.22222222,3.9501057,0.4249249,2.5385191,0.04954955,3.9917455
1,17.385467557935744,0.38663664,2.8017623,0.2635135,3.8979583,0.3843844,2.7642086,0.054804806,3.9583068,16.777266860366225,0.4234234,2.5637474,0.3048048,3.846269,0.4159159,2.534616,0.055555556,3.916891
2,17.033289190527196,0.40615615,2.7306125,0.3033033,3.801117,0.39564565,2.7171702,0.059309307,3.8903697,16.531115534785272,0.44294295,2.5585268,0.3108108,3.754409,0.4084084,2.5107598,0.067567565,3.8545423
3,16.75655630472544,0.40015015,2.7154377,0.31006005,3.7108982,0.4159159,2.6559958,0.075825825,3.8327594,16.33115900744189,0.4129129,2.5646925,0.3108108,3.6683314,0.4144144,2.4996755,0.08858859,3.800146
0,16.490988831620317,0.43693694,2.636922,0.30855855,3.6693478,0.45795795,2.575579,0.083333336,3.803864,16.293252939218515,0.4204204,2.5500917,0.3108108,3.660286,0.4144144,2.4980657,0.0990991,3.7936742
1,16.43325653018894,0.4234234,2.616353,0.31006005,3.6522534,0.4632132,2.5725353,0.0960961,3.793201,16.275746239556206,0.4234234,2.5461476,0.3108108,3.650333,0.4039039,2.5085645,0.0945946,3.7867446
2,16.402082769720405,0.42417416,2.634369,0.31006005,3.6456935,0.45195195,2.5467014,0.09309309,3.787672,16.230296928245384,0.4219219,2.5393991,0.3108108,3.6417673,0.4174174,2.4889233,0.0945946,3.7813373
3,16.37721556586188,0.4331832,2.6094573,0.31006005,3.63513,0.45645645,2.5617828,0.0975976,3.7831435,16.219423339889573,0.43093094,2.541937,0.3108108,3.6327846,0.4189189,2.4963167,0.1021021,3.7755773
0,16.31650768314396,0.45495495,2.5902514,0.3108108,3.6345923,0.45795795,2.539645,0.09534535,3.7804942,16.106167171810483,0.46996996,2.4965587,0.3108108,3.6283112,0.44294295,2.445087,0.10660661,3.7692614
0,16.553379064565664,0.39714715,2.745932,0.31006005,3.6014323,0.4114114,2.7061756,0.075075075,3.7488832,15.806304358863258,0.4774775,2.4664273,0.3033033,3.5317104,0.42942944,2.4413714,0.12612613,3.6854298
1,16.275406788777303,0.4129129,2.7082467,0.31006005,3.5223613,0.43993995,2.6512792,0.09159159,3.703553,15.706317626678192,0.4804805,2.4707818,0.3108108,3.4739783,0.4219219,2.454743,0.15915915,3.6547358
2,16.060755093892414,0.43843845,2.666742,0.31006005,3.4535558,0.44894895,2.604667,0.117117114,3.6630223,15.574091676477197,0.45795795,2.4703548,0.3108108,3.4147465,0.43093094,2.4538383,0.17567568,3.6191905
3,15.855652631582082,0.4406907,2.6088834,0.31006005,3.393133,0.44744745,2.5882387,0.12162162,3.6317966,15.462810315885344,0.46546546,2.4599986,0.3108108,3.3659413,0.43393394,2.459209,0.18318318,3.590473
0,15.743116779728338,0.44594595,2.602864,0.31006005,3.3741033,0.46096095,2.558643,0.1614114,3.6108682,15.439833285930279,0.4774775,2.4636014,0.3108108,3.3533452,0.43843845,2.4638598,0.1906907,3.5816345
1,15.695873775997677,0.44744745,2.5856895,0.3108108,3.353884,0.4632132,2.537204,0.15615615,3.6020758,15.424046049604902,0.46996996,2.4640744,0.3108108,3.3462899,0.43543544,2.4638512,0.1906907,3.5770369
2,15.677368484817826,0.45645645,2.5958443,0.31006005,3.3509593,0.4617117,2.5256991,0.1524024,3.6002684,15.421725785768068,0.46696696,2.467161,0.3108108,3.341636,0.43393394,2.4710228,0.1921922,3.5732207
3,15.677830578686597,0.45195195,2.5969002,0.31006005,3.3534915,0.46396396,2.5490038,0.15165165,3.5966587,15.404693832626572,0.46396396,2.466746,0.3108108,3.335357,0.43093094,2.4687634,0.1936937,3.5691478
0,15.627527099471909,0.46546546,2.5742984,0.31006005,3.3443277,0.4632132,2.5288587,0.16741742,3.5918183,15.336961010196903,0.4864865,2.435326,0.3108108,3.330809,0.43693694,2.4543962,0.2117117,3.5605068
